,train_loss,train_acc,dev_loss,dev_acc
0,1.9157645940780639,0.0,1.9246961468205703,0.26
1,1.6170242190361024,0.0,1.6256881495274715,0.38
2,1.4975430592894554,0.0,1.6432561599810787,0.35
3,1.3801906496286391,0.0,1.6806782054463696,0.43
4,1.3047922894358635,0.0,1.612497482014654,0.43
5,1.2839657470583916,0.0,1.677994408163249,0.46
6,1.2081752821803093,0.0,1.5669709997170582,0.37
7,1.1042383849620818,0.0,1.7209044032501724,0.42
8,1.1592159196734428,0.0,1.4692376226831256,0.49
9,0.954609391093254,0.0,1.807948984095757,0.41
10,1.0145431205630302,0.0,1.5508223770426857,0.46
11,0.896825785189867,0.0,1.471842233097928,0.44
12,1.021995557844639,0.0,1.5830198968858649,0.5
13,0.9207651674747467,0.0,1.4990218108676536,0.49
14,0.9175660595297813,0.0,1.5609792108629361,0.44
15,0.8837797045707703,0.0,1.5702838697569135,0.53
16,0.7635906562209129,0.0,1.6497188111439676,0.48
17,0.7352569676935673,0.0,1.6876201949957974,0.48
18,0.7646925389766693,0.0,1.7191658704075041,0.52
19,0.7543538920581341,0.0,1.5861492843165985,0.46
20,0.732881597429514,0.0,1.8232437939404662,0.48
21,0.5753483459353447,0.0,1.7225264954459245,0.54
22,0.5870237983763218,0.0,1.8144672778598423,0.51
23,0.6061856592074036,0.0,1.878713012999817,0.52
24,0.5781676799058915,0.0,1.8569879545977368,0.57
25,0.5059920143336057,0.0,1.6142005746840251,0.55
26,0.6055883202701807,0.0,1.988066730518431,0.49
27,0.5760614268481732,0.0,1.880583084219411,0.48
28,0.5003240887075663,0.0,2.1071984218161646,0.5
29,0.53788246139884,0.0,1.8481913987271519,0.5
30,0.488180011510849,0.0,1.6399311770555216,0.54
31,0.45804792232811453,0.0,2.0615545036822494,0.49
32,0.5403362099081278,0.0,1.5683221115659802,0.54
33,0.4882650811225176,0.0,1.7846194575449636,0.5
34,0.43179955445230006,0.0,2.0714807344248447,0.44
35,0.3888388158753514,0.0,1.8549076447924595,0.58
36,0.3826871646568179,0.0,2.1607273773508133,0.56
37,0.42172129787504675,0.0,1.889031362570917,0.54
38,0.30246785543859006,0.0,2.107037033509547,0.53
39,0.3285800442099571,0.0,2.0743850893754407,0.47
40,0.32066312320530416,0.0,2.26012147670641,0.51
41,0.40676967091858385,0.0,1.927023960643941,0.58
42,0.3771258002147079,0.0,2.118379463649446,0.55
43,0.33006740007549523,0.0,2.2942466615305266,0.49
44,0.33600912913680075,0.0,2.2180587961061837,0.54
45,0.25912647228688,0.0,2.3698870687771687,0.45
46,0.2529462092090398,0.0,2.384565579189638,0.56
47,0.3191861929371953,0.0,2.290298608879843,0.49
48,0.35534473322331905,0.0,1.854304361765326,0.51
49,0.26519357431679963,0.0,1.8656200013753086,0.52
50,0.24405224975198508,0.0,2.419298350937358,0.55
51,0.31119290832430124,0.0,2.5072384712886033,0.5
52,0.4981227392330766,0.0,2.280187078131395,0.51
53,0.4484437245875597,0.0,2.200698410109014,0.49
54,0.4072981094941497,0.0,2.023666687955354,0.52
55,0.315148895047605,0.0,1.9181262030007247,0.55
56,0.28528771912679074,0.0,2.0301024184059253,0.57
57,0.23411632366478444,0.0,2.6276118680617104,0.44
58,0.18521259389817715,0.0,2.438194923124338,0.55
59,0.2055406445870176,0.0,2.252035503544567,0.52
60,0.18214454716071488,0.0,2.519424108984034,0.55
61,0.13155454557854682,0.0,2.5763378742573324,0.51
62,0.12577670780010522,0.0,2.7210318987044637,0.55
63,0.09465737310238183,0.0,2.5973785452104665,0.57
64,0.08028906758408993,0.0,2.9772448132387437,0.56
65,0.17690317705273628,0.0,2.9143104041028876,0.51
66,0.28023479054681955,0.0,2.155859797706232,0.57
67,0.3879882488399744,0.0,2.6507191530472696,0.54
68,0.28772332072257994,0.0,2.7385134675418685,0.52
69,0.33223555106669667,0.0,2.4878480104267715,0.52
70,0.3567352413199842,0.0,2.930575310149839,0.46
71,0.33019225373864175,0.0,2.74019947915745,0.5
72,0.2928716353140771,0.0,2.487416675866679,0.52
73,0.2114662260748446,0.0,2.3958578125297403,0.49
74,0.19703144794330002,0.0,2.7658575182678335,0.53
75,0.1738590241409838,0.0,2.380863512560185,0.56
76,0.10846735888626427,0.0,2.7969953528997586,0.58
77,0.061500689922831954,0.0,3.1766119681711933,0.56
78,0.08029255930450745,0.0,2.9360840819590552,0.61
79,0.1963738942053169,0.0,2.9933735245705897,0.54
80,0.1908762096427381,0.0,2.647188441146978,0.55
81,0.32932879542931914,0.0,2.3479415119749865,0.59
82,0.2240135319530964,0.0,2.690054845886466,0.57
83,0.17168245580978692,0.0,2.9325656320722366,0.53
84,0.24085081138182432,0.0,2.891041289031602,0.55
85,0.29391011241823434,0.0,2.561092726775376,0.57
86,0.1657773762010038,0.0,2.589047208921275,0.58
87,0.20272669955156744,0.0,2.3756196504499343,0.59
88,0.2851292349398136,0.0,2.4464591107477895,0.57
89,0.20061367386952042,0.0,2.462316230419102,0.58
90,0.21625536237843335,0.0,2.635906814023433,0.54
91,0.18489205883815885,0.0,2.5126372605996283,0.56
92,0.16664661129470915,0.0,2.9241125205634426,0.49
93,0.18460762532195077,0.0,2.7316663082525543,0.54
94,0.1786319932434708,0.0,2.959540079302682,0.58
95,0.14439514136174694,0.0,2.9937773546581403,0.52
96,0.12129769884049893,0.0,2.6761166004466914,0.58
97,0.20841265071649104,0.0,2.2281875262426065,0.6
98,0.2276980985654518,0.0,2.6315540116221214,0.55
99,0.32289837431162594,0.0,2.2408879534088677,0.5
